Name,HMIS Code,FacilityType,AgencyName,OperationalStatus,DistrictName,Latitude,Longitude,Address,ContactPhone,HasRefrigerator,HasPower,StaffCount,CatchmentRadius
Pajulu,5354389855,doctors,,operational,Arua,2.85401142,31.00769463,,,,,,
Mapatano Drug Shop,10147626107,pharmacy,private,operational,Bundibugyo,0.79975598,30.14514952,,,,,,
ANYAVU HCII,11066741306,hospital,,,Arua,2.67480834,30.86049140,,,,,,
RWAMWANJA HC III,11029979771,hospital,,,Kamwenge,0.34018972,30.65273243,,,,,,
GoalMan Pharmacy,3079675191,pharmacy,,,Soroti,1.71517506,33.61679895,,,,,,
Divine Health Care Clinic,10147626090,clinic,private,operational,Bundibugyo,0.67281667,30.05532167,,,,,,
Ayilo II Health Center II,9284567,clinic,Medical teams international,operational,Adjumani,3.25736830,31.95424326,,,,,6,
MUJUNJU HC II,7501994,clinic,,,Bunyangabu,0.47029740,30.23629216,,,,,,
Agule Community Health Centre,3968727710,doctors,,,Pallisa,1.27251594,33.72444765,"Akisim- Agule Road, Agule Subcounty",,,,,
KATOVU COU,11001694717,clinic,,,Lwengo,-0.37425504,31.25347710,,,,,,
St Josephs Clinic,4089715616,doctors,,,Kampala,0.33181780,32.57659203,Kampala,,,,,
Dual care Uganda,9822500743,clinic,,,Kabale,-1.26705697,29.98998088,,,,,,
JYY Clinic,4086620644,clinic,,,Kampala,0.37523413,32.58669566,"Kitala Road, Kampala",,,,,
WANDRA H/C III,11054959895,hospital,,,Maracha,3.25738506,31.00771265,,,,,,
NYABUBALE,11007308962,hospital,,,Bushenyi,-0.53309822,30.06214337,,,,,,
Kulikulinga Health Centre III,757626906165,clinic,Ministry Of Health;UNICEF;IDI;ACF;RMF;MSF,operational,Yumbe,3.34395813,31.24709595,,,,True,4,
TAPACH HEALTH CENTRE II,11151161569,hospital,,,Moroto,2.45657334,34.72856637,,,,,,
KAVULE CLINIC,11010338209,clinic,,,Kampala,0.34636853,32.56791902,,,,,,
Mukyala Mukasa Kawempe Domiciliary,7060880746,clinic,,,Kampala,0.36474585,32.56067714,,,,,,
God Cares Drug Shop,5559515001,pharmacy,Glo Wonder;Quality Care;Anaku Drug Shop Yumbe,operational,Yumbe,3.34446675,31.24790305,,,,,1,
Buyaga Health Clinic,3958420182,doctors,,,Bulambuli,1.27984290,34.27752443,Bukhalu,,,,,
God Bless Drug Shop,5309760258,pharmacy,God Bless,,Madi Okollo,3.01431196,31.20763429,,,,,,
PAUMA HC II,2546914,hospital,,,Lamwo,3.58591116,32.55718826,,,,,,
NKOKONJERU,11010338156,hospital,,,Buikwe,0.23588314,32.92308867,,,,,,
Kitagata Referral Hospital,9683169397,hospital,Government,,Sheema,-0.67699136,30.15194607,,,,,,
BUHEHE HEALTH CENTRE 111,9901442,clinic,,,Busia,0.34484545,34.04666645,,,,,,
HEALTH CENTRE,11056451826,clinic,,,Tororo,0.81645055,34.14038820,,,,,,
Car Harriet Medical clinic,3997644168,doctors,,,Tororo,0.69204324,34.18296374,"Uhuru Road, Tororo",,,,,
God Mercy Medical Center,10102833319,doctors,,,Gulu,2.76220913,32.29668659,,,,,,
Permart Pharmacy,9909273834,pharmacy,,,Lira,2.24570226,32.88574654,,,,,,
KATUNGURU HC II,11001734019,clinic,,,Kasese,-0.12365926,30.04728586,,,,,,
ALIVUNI HEALTH CENTRE II,11054959864,hospital,,,Arua,3.09695418,30.82655073,,,,,,
Veronica Pharmaceutical ltd,8487929421,pharmacy,,,Kampala,0.36330970,32.62385004,,,,,,
Quick Life Saver Clinic,4100092175,clinic,,,Kampala,0.29334084,32.57511095,Kampala,,,,,
IMC Entebbe,5147834122,clinic,,,Wakiso,0.06151894,32.47453146,"10B, Hill Road",,,,,
FAMILY CLINIC & MARTENITY,11010338388,hospital,,,Kampala,0.35198625,32.55691903,,,,,,
PAKELE,11054940388,hospital,,,Adjumani,3.35676266,31.85521753,,,,,,
Roots Pharmacy,4003310806,pharmacy,,,Kampala,0.32920256,32.61336184,,,,,,
ST PAUL,11010338285,clinic,,,Kampala,0.28901946,32.57744723,,,,,,
LAKWATOMER HC III,8182140,hospital,,,Omoro,2.69148757,32.37210712,,,,,,
Malcom Hospital,8420514517,hospital,,,Wakiso,0.39111197,32.62589245,,,,,,
Luyitayita HC III,1313096,hospital,Government,,Bukomansimbi,-0.14843625,31.66003435,,,,,,
Mukisa Nursing Home,4100092162,clinic,,,Kampala,0.29487540,32.57848215,Kampala,,,,,
Chan,3990563760,doctors,,,Tororo,0.78087625,33.95632998,tororo,,,,,
KAGANDO,11001734039,hospital,,,Kasese,0.06305475,29.90406872,,,,,,
KIWANGALA,11001694769,hospital,,,Lwengo,-0.47533123,31.51577819,,,,,,
Abacus Pharma LTD,9903650395,pharmacy,,,Lira,2.24179947,32.89476429,,,,,,
The Maternity Passion For Life,10583475460,clinic,private,,Hoima,1.43220167,31.34735165,Hoima,,,,,
Angel Wing Hospital,8420580218,hospital,,,Wakiso,0.39551657,32.63477099,,,,,,
Kateretere Health Center III,8274304204,clinic,government,,Kisoro,-1.22034102,29.75357659,,,,,8,
Kampala Imaging Centre,2267915016,clinic,,,Kampala,0.31672886,32.57852012,,,,,,
Khakaho,3948075268,clinic,,,Mbale,0.92706544,34.22587129,"Mbale Bugobero Road, Mbale",,,,,
Jackie Clinic,9900179,doctors,,,Kampala,0.26596177,32.62556506,,,,,,
HEALTH CENTRE III,11001478432,hospital,,,Kanungu,-0.82987082,29.71647888,,,,,,
Star Gold Pharmacy,10023392515,pharmacy,,,Arua,3.02679698,30.91330326,,,,,,
Keb Mirembe Clinic,610939253,doctors,,,Kampala,0.30216044,32.64632896,,,,,,
Kamukamu Domiciliary Clinic,4051665083,clinic,,,Mayuge,0.46078628,33.45755176,"Kyebando Road, Mayuge",,,,,
HEALTH CENTRE I,11001734112,clinic,,,Kasese,0.29749072,30.16127555,,,,,,
Kisubi Pharmacy,9437797117,pharmacy,,,Wakiso,0.13939897,32.53941317,,,,,,
OKOLE HC III,3995720,hospital,,,Kole,2.27381566,32.68194207,,,,,,
HEALTH UNIT,11056452269,clinic,,,Buyende,1.01861854,33.28947968,,,,,,
World PolyClinic,3624611541,clinic,,,Kampala,0.33995889,32.59013727,"60B, Prince Charles Drive, Kampala",,,,,
St. Francis Drug Shop,3990240804,pharmacy,,,Tororo,0.79369654,34.17299263,Molo,,,,,
Owaffa General Dawa Shop,5308494957,pharmacy,Private,,Arua,3.15670164,31.01160328,,,,,,
NABISOIGI,11056452285,clinic,,,Namutumba,0.87058625,33.60643045,,,,,,
KABAGANDA HEALTHCENTRE II,11056452153,clinic,,,Jinja,0.59775647,33.16507606,,,,,,
Center for Private health and social adjustment,9886968456,clinic,private,,Wakiso,0.05317509,32.46382224,,,,,,
MALANGALA,11010334399,hospital,,,Mityana,0.37544049,32.22999983,,,,,,
Mawundo Church of Uganda Health Unit,4050080869,clinic,,,Luuka,0.60395782,33.39500424,Waibuga,,,,,
Vine Pharmaceuticals,4104858708,doctors,,,Kampala,0.29394693,32.60517449,"Ggaba Road, kampala",,,,,
Alpher and Omega Medical Clinic,8963716776,clinic,private,,Kampala,0.34891193,32.58672273,,,,,2,
Kamwokya Christian Community Clinic,4119308369,clinic,,,Kampala,0.34331232,32.58913664,"Kisalosalo Road, kampala",,,,,
Avicenna Dental Center,3944032855,doctors,,,Mbale,1.07663966,34.17561289,"18, Palisa Road, Mbale",,,,,
Good Hope Medical Services,8489203517,clinic,,,Gulu,2.76992148,32.29641845,,,,,,
Tendo Medical Centre,4105120500,clinic,,,Kampala,0.25988455,32.61835327,"Lukuli Road, Kampala",,,,,
Sunbay Medical Center,4100092594,clinic,,,Kampala,0.29057204,32.57227577,"Salama Road, Kampala",,,,,
Escorts Pharmaceuticals LTD,4124066936,pharmacy,,,Kampala,0.31428294,32.57697709,kampala,,,,,
Kahembe Drug Shop,10147626099,pharmacy,private,operational,Bundibugyo,0.84637085,30.17310543,,,,,,
BUTIMBWA HC II,11056452244,clinic,,,Luuka,0.62117585,33.40429767,,,,,,
Yamwe Pharmacy,3278662121,pharmacy,,,Wakiso,0.46545132,32.52145302,,,,,,
BUSUNGA,11001730393,clinic,,,Bundibugyo,0.63675789,29.97247947,,,,,,
OWINY H/C 11,11073166763,hospital,,,Kwania,1.92261023,32.93985064,,,,,,
Kam consult clinic,8963738634,clinic,private,,Kampala,0.34269642,32.57371653,,,,,8,
Hope Medical Clinic,3958426628,doctors,,,Bukedea,1.21275498,34.12074764,"Lira-Mbale Road, Kachumbala",,,,,
KYOMYA H/L II,11056452239,clinic,,,Jinja,0.54781508,33.17549066,,,,,,
KIKOLIMBO UC,11010338218,hospital,,,Kyankwanzi,0.99975238,31.69954413,,,,,,
Euro Health Care,10020565451,doctors,,,Arua,3.06238033,30.87177243,,,,,,
A&A Pharmacy,4089998414,pharmacy,,,Wakiso,0.37652947,32.55053395,Lugoba Road,,,,,
NAMUNGOONA,11010338314,hospital,,,Kampala,0.33823414,32.54506635,,,,,,
Pro Farm Executive Care Clinic,10023482331,doctors,,,Arua,3.00529312,30.91119848,,,,,,
ST JOSEPH KIRINYA MOTHERS CARE,11001694578,hospital,,,Kalungu,-0.15765467,31.86823756,,,,,,
MACHARI HC CENTRE II,11056452294,clinic,,,Tororo,0.80716240,34.10250082,,,,,,
HEALTH CENTRE 11,11010338274,clinic,,,Mukono,0.12439143,32.71873947,,,,,,
Were Health Centre IV,3990873093,doctors,,,Tororo,0.74991308,34.00567207,Nagongera,,,,,
KYATEREKERA,11010338292,hospital,,,Kampala,0.35646277,32.61347190,,,,,,
CHANYA HCII,11066739674,hospital,,,Madi Okollo,2.72908460,31.19128597,,,,,,
St. Paul Health Care,10102878036,doctors,,,Gulu,2.76504900,32.26777883,,,,,,
Juusi Clinic,4107802650,doctors,,,Kampala,0.29434164,32.58652115,"Hanlon Road, Kampala",,,,,
DISPENSARY (SCHOOL CLINIC),11056452075,clinic,,,Jinja,0.49816957,33.26328372,,,,,,
LUYEMBE COU,11001694792,clinic,,,Lwengo,-0.39186072,31.32738386,,,,,,
F And G Medical Care,10102833337,doctors,,,Gulu,2.76752979,32.30548792,,,,,,
Chantric Medical Centre,8462806821,clinic,,,Kampala,0.37244346,32.62189353,,,,,,
Kiganda Maternity Centre,9147833036,clinic,private,,Kampala,0.38320465,32.55961364,Kawempe_II,,,,8,
BUWANDE HEALTH CENTRE II,11056452327,clinic,,,Iganga,0.64654770,33.46651730,,,,,,
Life Way Drugs Shop,8632128784,pharmacy,private,,Zombo,2.57027167,30.93021324,,,,,1,
MITOOMA,11001478407,hospital,,,Mitooma,-0.61539376,30.04839612,,,,,,
Lukolo Health Centre iii,4041952358,clinic,,,Jinja,0.56079345,33.18432116,"Lukolo Road, Budondo",,,,,
OLUKO,11066741223,hospital,,,Arua,3.01143798,30.96077333,,,,,,
KANAMBA,11001734074,hospital,,,Kasese,0.22238987,30.22377085,,,,,,
KANARA UC,11007309037,hospital,,,Kitagwenda,0.13156172,30.38046508,,,,,,
NATAMBA COMMUNITY CLINIC,11029992828,clinic,,,Kamwenge,0.22452583,30.64664994,,,,,,
KISIITA,11029993025,clinic,,,Kakumiro,1.11206016,31.37517596,,,,,,
Daren Pharmacy,8637386919,pharmacy,,,Kampala,0.35654894,32.61569369,Kigobe Road,,,,,
IMC Jinja,1014802537,clinic,International Medical Group,,Jinja,0.42015652,33.20899925,,,,,,
Hi-Tech Opticians,9126196863,clinic,,,Mbale,1.07488148,34.17724527,,,,,,
MAWUKI EAST HEALTH CENTRE III,11001654295,hospital,,,Gomba,0.12174777,31.86855205,,,,,,
WAMA MEDICAL CENTRE,11029992910,clinic,,,Hoima,1.44466254,31.03455243,,,,,,
NANTAMALI,11056451808,clinic,,,Luuka,0.98671676,33.39012396,,,,,,
PANYANGASI HEALTHCENTRE III,11056451866,hospital,,,Tororo,0.70646297,34.11578329,,,,,,
HAPUYO,11029993040,clinic,,,Kibaale,0.74861137,30.97353452,,,,,,
St Peters Medical clinic,9194940017,clinic,,,Kiryandongo,2.23459020,32.24635133,Gulu - Kampala Road,,,,,
BUTITI,11029992982,clinic,,,Kyenjojo,0.63703877,30.53532326,,,,,,
LWABAGA HEALTH CENTRE II,11056452099,clinic,,,Iganga,0.67908910,33.47421339,,,,,,
MBALE H/C II,11029992926,clinic,,,Kyenjojo,0.56508239,30.53046142,,,,,,
OPIA HC III,1269089,hospital,,,Arua,2.82202373,30.90180538,,,,,,
KATOJO HC II,11001734107,clinic,,,Kabarole,0.68350426,30.25709898,,,,,,
St. John Drug Shop,5789318247,doctors,Private,operational,Adjumani,3.38002328,32.01505162,,,,,1,
Mbale Regional Referral Hospital,560542964,hospital,,,Mbale,1.07642090,34.17678183,,,,,,
IBOA Health Center11,5789319862,clinic,Medicalteamsinternational.;Worldvision;cuam;LWF.,operational,Obongi,3.53944323,31.74142666,,,,,3,
Favour Medical Centre,10102833331,doctors,,,Gulu,2.76799909,32.30694168,,,,,,
Case Plus Pharmacy,9147833033,pharmacy,private,,Kampala,0.38050752,32.55867118,Kawempe_II,,,,3,
HEALTH CENTRE 11,11001694659,clinic,,,Kyotera,-0.47638760,31.63863812,,,,,,
Good Luck Drug Shop,5559514991,pharmacy,Good Luck Drug Shop,operational,Yumbe,3.40492265,31.23491814,,,,,3,
KIHYO,11001730387,clinic,,,Kasese,0.35994495,30.13471296,,,,,,
Family Doctors Clinic,5839716694,clinic,,,Kampala,0.34191656,32.59365272,,,,,,
M and You,8904776417,clinic,,,Ntungamo,-1.00294672,30.29676499,,,,,,
KALONGO,11080473486,hospital,,,Agago,3.03844958,33.37385896,,,,,,
INTERNATIONAL,11010338066,hospital,,,Kampala,0.31378472,32.56959004,,,,,,
Claire Nsenga Health Centre III,6759234871,clinic,Private;WHO,operational,Kisoro,-1.33588170,29.73713666,,,,,10,
MBALIGA HEALTH C/11,11010338294,clinic,,,Mukono,0.45400264,32.79080673,,,,,,
Najjera Hospital,7853159199,hospital,,,Kampala,0.37493665,32.62521369,Mbogo Road,,,,,
HEALTH CENTRE II,11056452163,clinic,,,Namutumba,0.74546924,33.66540234,,,,,,
Vaena Clinic,3947925177,clinic,,,Mbale,1.07578152,34.17670723,mbale,,,,,
MPASAANA,11029992902,clinic,,,Kakumiro,1.05069600,31.41360799,,,,,,
MPUNGWE HEALTH CENTRE II,5208599,clinic,,,Jinja,0.64559702,33.20524172,,,,,,
Mifumi Health Centre,3990563774,hospital,,,Tororo,0.74277002,33.96290643,tororo,,,,,
God's Plans,8632128774,doctors,private,,Zombo,2.46432819,30.87464164,,,,,1,
Mukwano Joint Clinic,3994268154,clinic,,,Tororo,0.69870225,34.18266098,"29, Mbale Tororo Road, Tororo",,,,,
Life Line Drop Shop,5299222420,pharmacy,Local's business,operational,Arua,3.08496613,31.07847486,,,,,1,
ROTOM health facility,10248767010,hospital,,,Mukono,0.37823393,32.77313257,Kayunga - Bugerere Road,,,,,
Destiny Medical Centre,3986151809,doctors,,,Tororo,0.69236855,34.18044984,"Nagongera Road, Western Division",,,,,
MAKERERE WEST,11010338276,clinic,,,Kampala,0.33874167,32.56383947,,,,,,
Our Community Drug Shop,3943682896,clinic,,,Mbale,1.07305556,34.19987716,mbale,,,,,
Renus Health Uganda,9909273832,doctor,,,Lira,2.26059296,32.90061302,,,,,,
Family Doctors Clinic,3355860214,clinic,,,Kampala,0.34210709,32.59504294,,,,,,
Godwill Drug Shop,5789318237,doctor,Private,operational,Adjumani,3.46565826,31.95069663,,,,,1,
Makyindye Domiciliary Maternity,4102726433,clinic,,,Kampala,0.28324609,32.58317945,"Mobutu Road, Kampala",,,,,
Bugoboni Clinic,3955210556,clinic,,,Sironko,1.15155980,34.40140854,"Bugoboni Road, Bugitimwa Sub County",,,,,
KATOOGO HEALTH CENTRE III,9439145,hospital,,,Mukono,0.44604176,32.81487428,,,,,,
Krystal Children's Medical Centre,4040429581,clinic,,,Jinja,0.43314972,33.20645727,"Clive Road, Jinja Central Division",,,,,
Twajiji Health Center III,3478726,clinic,Action Against Hunger,operational,Yumbe,3.46908704,31.40729248,,,,True,5,
Goodlife,6823101860,pharmacy,,,Wakiso,0.06619059,32.47641865,,,,,,
St Japonicumtig,5299222416,pharmacy,Personal drup shop,operational,Arua,3.08926479,31.08618546,,,,,1,
KAWUA HEALTH C II,11066741296,hospital,,,Arua,2.95290338,30.87878666,,,,,,
Wenkenken,8433858018,pharmacy,,,Oyam,2.46025014,32.37821887,Gulu - Kampala Road,,,,,
RWABARATA H/C II,11007285495,hospital,,,Kiruhura,-0.56888174,30.92030474,,,,,,
Majex Pharmacy,3994603543,pharmacy,,,Wakiso,0.21004567,32.54161502,,,,,,
Paya Family Drug Shop,3990328898,clinic,,,Tororo,0.83209462,34.01310187,"Paragang, Paya",,,,,
St.James Drug Shop,8274342542,pharmacy,private,,Kisoro,-1.31995692,29.74894333,,,,,1,
Good Life Clinic,10102817910,doctors,,,Gulu,2.75152245,32.30005645,,,,,,
God's Grace Drug Shop,3990328891,pharmacy,,,Tororo,0.83411206,34.01311419,Paya,,,,,
MORUITA HC II,7907591,hospital,,,Nakapiripirit,1.88214743,34.75489360,,,,,,
Adekis Garden Clinic,3079717665,clinic,,,Soroti,1.71410142,33.61622144,,,,,,
KITEBI,11010338195,hospital,,,Kampala,0.28168102,32.54603932,,,,,,
ST CATHERINE,11010338022,clinic,,,Kampala,0.34488460,32.56112515,,,,,,
Maaji 3 Health Center II,5789318197,clinic,Medical teams international,operational,Adjumani,3.21218498,31.65107997,,,,True,6,
NANTAMALI HEALTH CENTRE II,4671066,clinic,,,Luuka,1.01210622,33.36263266,,,,,,
BUSHERE HEALTH CENTRE II,4564901,clinic,,,Kanungu,-0.70244510,29.72096823,,,,,,
Odokonyero Health Centre II,4191595,doctors,,,Amuru,2.97253689,32.10590399,,,,,,
TEBOKE HEALTH CENTRE III,9018212,hospital,,,Apac,2.19954286,32.58703496,,,,,,
Namalugulu Drug Shop,3955215561,pharmacy,,,Sironko,1.15128755,34.40147635,"Bugoboni Road, Bugitimwa Sub County",,,,,
Harries Medical centre,10048641770,clinic,,,Masaka,-0.34640750,31.72728010,,,,,,
BUGONZA HEALTH UNIT,11056451969,clinic,,,Kaliro,0.92665238,33.46963126,,,,,,
Kisubi general clinic,4978829523,clinic,,,Wakiso,0.13819759,32.53850147,,,,,,
Wairaka Health Centre II,8248001,clinic,,,Jinja,0.47696889,33.26421537,,,,,,
NABUTITI,11010338395,clinic,,,Wakiso,0.51010356,32.58066228,,,,,,
Ober Health Centre III,9909273836,hospital,,,Lira,2.25395826,32.87431664,,,,,,
Oluko Solidale III,10023482347,hospital,,,Arua,3.01468127,30.97742088,,,,,,
Kwik Medical Center,8420994519,clinic,,,Wakiso,0.41053837,32.57169767,,,,,,
MAYANJA MEMORIAL HOSP.,11007309054,hospital,,,Mbarara,-0.59009340,30.67160772,,,,,,
KOPOTH HEALTH CENTRE III,711533406340,hospital,,,Kaabong,3.36267962,34.12810779,,,,,,
BUHUGU HEALTHCENTRE III,11056451837,hospital,,,Sironko,1.20161267,34.33009598,,,,,,
NAWANDALA,11056452199,hospital,,,Iganga,0.83106105,33.39080817,,,,,,
KABONEKO,11001734212,hospital,,,Bunyangabu,0.46750237,30.16276853,,,,,,
Rita Health Care,5715309711,clinic,,,Kampala,0.29371869,32.57728320,Kampala,,,,,
ISLM SICK BAY,12965740148,doctor,,,Wakiso,0.05147172,32.46267568,Nakasamba,,,,,
MULANDA HEALTH CENTRE IV,959740906346,hospital,,,Tororo,0.69232924,34.01593797,,,,,,
Downtown Medical Center,9909163228,doctor,,,Lira,2.25621174,32.89007504,,,,,,
Apo Health Centre III,4393732,clinic,(Action against hunger; Doctors with Africa;IDI;),operational,Yumbe,3.50083828,31.26839018,,,,True,4,
HEALTH CENTRE,11010338148,hospital,,,Mpigi,0.18573497,32.23156699,,,,,,
Faith Medical Clinic,8336695379,doctors,private,,Kisoro,-1.28492501,29.70291394,,,,,2,
Romaro Pharmacy,8616694418,pharmacy,,,Wakiso,0.43827802,32.60270073,,,,,,
Tahil Pharmacy,4121028183,doctors,,,Kampala,0.31156527,32.57507792,"Nakivubo Mews, Kampala",,,,,
AGAPE MEDICAL CARE HC III,11010338515,hospital,,,Kiboga,0.91956506,31.76542187,,,,,,
BULWADDA HEALTH CENTRE II,11001694752,clinic,,,Gomba,0.18950859,31.78752369,,,,,,
KYETUME,11001694757,clinic,,,Lwengo,-0.39304341,31.40191666,,,,,,
TOKORA HC IV,404514906356,hospital,,,Nakapiripirit,1.89736746,34.64469253,,,,,,
ST JUDE HEALTH UNIT,11010338113,clinic,,,Mityana,0.41164260,31.99482827,,,,,,
Lifecare Drug Shop.,5789319866,doctors,,non operational,Obongi,3.41798165,31.57800829,,,,,0,
KABAROLE,11001734150,hospital,,,Kabarole,0.64954297,30.27246569,,,,,,
Josh Parmacuticals,1596072437,pharmacy,,,Kampala,0.30660243,32.61230824,,,,,,
Kagoda Drug Shop,4052168589,clinic,,,Jinja,0.61694223,33.29855443,"Kakira Road, Mayuge",,,,,
HEALTH CENTRE,11056452127,clinic,,,Sironko,1.15644049,34.39071239,,,,,,
Rwampara Medical Centre,8457947117,clinic,,,Mbarara,-0.63951386,30.55143529,,,,,,
LACOR HOSPITAL,11080473425,hospital,,,Amuru,2.77457495,32.21489975,,,,,,
GDE Pharmacy,8458560719,pharmacy,,,Wakiso,0.38087054,32.64150199,Princess Avenue,,,,,
Examina Medical Laboratory,8963716799,clinic,private,,Kampala,0.33154170,32.57463167,,,,,4,
Mukisa Mpewo Clinic,4123590225,doctors,,,Kampala,0.30140942,32.57339232,"Mutesa Road, kampala",,,,,
Roselyn care clinic,4123360431,doctor,,,Kampala,0.36072748,32.57966106,"Erisa Road, kampala",,,,,
NTOROKO,11029993041,clinic,,,Ntoroko,1.05025192,30.54053915,,,,,,
TARA HEALTH CENTRE III,3488853,hospital,,,Maracha,3.30988729,31.03354493,,,,,,
Egara A,5354389862,doctors,,operational,Arua,2.87439495,30.98367168,,,,,,
ATAJAR,11056452228,clinic,,,Bukedea,1.39350402,34.23910262,,,,,,
HEALTH CENTRE III,11029979801,hospital,,,Hoima,1.54670308,31.13645014,,,,,,
HEALTH CENTRE II,11001478331,clinic,,,Ntungamo,-0.76383114,30.16485873,,,,,,
St Anthony's Clinic,4100092592,clinic,,,Kampala,0.29113086,32.58137047,"Kayemba Road, Kampala",,,,,
DR NTEGE,11010338267,clinic,,,Kampala,0.32043458,32.57365794,,,,,,
Marie Stopes International,3998551965,doctors,,,Namayingo,0.17965482,33.82592517,Bugana,,,,,
Bukedea Mission Dispensary,3961033858,doctors,,,Bukedea,1.37286157,34.04610184,Bukedea,,,,,
BUSUNJJU,11010338270,clinic,,,Mityana,0.55936065,32.19649652,,,,,,
Maisha Drug Shop,5587924041,pharmacy,Private,operational,Yumbe,3.46891412,31.24705396,,,,,2,
Orite pharmacy,8566362219,pharmacy,,,Wakiso,0.40310144,32.64200532,,,,,,
BUSWA MANZE,11010338416,clinic,,,Wakiso,0.53770315,32.43279092,,,,,,
BUKONTE,11056452148,clinic,,,Namutumba,0.79048023,33.64242059,,,,,,
Ggaba Dental Clinic,4100092126,doctors,,,Kampala,0.25635795,32.63656899,"Ggaba Market Street, Kampala",,,,,
Family Life Education Programme Health Centre III,3967544900,doctors,,,Kaliro,0.89192909,33.50885622,Kaliro,,,,,
Galena Medical Centre,11263923513,clinic,,,Wakiso,0.42982043,32.56869393,,,,,,
Zidiro Health Centre lll,8336695371,clinic,government,,Kisoro,-1.26865138,29.70331912,,,,,4,
Family Drug Shop,10583475463,pharmacy,private,,Hoima,1.42306992,31.36717166,Hoima,,,,,
Astha health care ltd,8631099818,pharmacy,,,Wakiso,0.39010572,32.55096553,Bombo Road,,,,,
Vaida Medical Center,5789318243,doctors,Private;None,operational,Adjumani,3.36639498,32.00329994,,,,,1,
MASAKA CHILDREN'S CLINIC,10058471516,clinic,,,Masaka,-0.34079515,31.73644923,,,,,,
HEALTH CENTRE II,11073118345,hospital,,,Oyam,2.24325642,32.33853969,,,,,,
KABUNGO HEALTH CENTRE III,1583573,hospital,,,Kalungu,-0.12554762,31.77105869,,,,,,
TENDER HANDS NURSING HOME,11001694650,hospital,,,Kalungu,-0.15815272,31.86752585,,,,,,
WERA HEALTH CENTER II,11151161597,hospital,,,Amuria,1.86656388,33.75352414,,,,,,
KISOZI HEALTH CENTRE II,11001654296,clinic,,,Gomba,0.08628629,31.60971779,,,,,,
MWERASANDU H/C II,11001446296,clinic,,,Ntungamo,-1.00100866,30.38766397,,,,,,
K.H. Dental Clinic,3941923369,dentist,,,Kampala,0.31481024,32.58229407,"Pilkington Road, Kampala",,,,,
Centre for life medical clinic,9753790191,clinic,,,Wakiso,0.42193926,32.53231295,,,,,,
Jangukuru health centre III,9147491732,hospital,,,Zombo,2.40958498,30.89191825,landmark,,,,,
St. William Drug Shop,5789318219,doctors,,operational,Adjumani,3.28931994,31.94138492,,,,,3,
Katureebe Pharmacy,8442647919,pharmacy,,,Ntungamo,-0.87473831,30.26699373,,,,,,
HEALTH CENTRE II,11010338305,clinic,,,Mukono,0.28242098,32.79124217,,,,,,
Rhema Medical And Dental Clinic,4102222551,clinic,,,Kampala,0.34210809,32.54155978,kampala,,,,,
Sona Pharmacy,4003590578,pharmacy,,,Kampala,0.31601648,32.57333725,,,,,,
Faith Drug Shop,8336695383,pharmacy,private,,Kisoro,-1.28304596,29.70292299,,,,,2,
NTANDA HEALTH CENTRE,11001694642,clinic,,,Butambala,0.14653926,32.07331926,,,,,,
Baron Pharmacy,4123360416,doctor,,operational,Kampala,0.35273718,32.58659223,"Kisingiri Road, kampala",,,,,
